edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,empleados,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,mayor_edad,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,horas_quincena,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
29,No,Travel_Rarely,Financial,28,Universitaria,Finanzas,1,Muy_Alta,Media,1,Financial Analyst,Media,Single,3785,1,Y,No,14,Alta,Media,80,0,5,3,5,0,4
40,No,Travel_Frequently,Financial,11,Universitaria,Contaduría,1,Muy_Alta,Alta,2,Treasurer,Alta,Married,6323,1,Y,No,11,Alta,Baja,80,1,10,2,10,9,4
37,No,Travel_Rarely,Financial,25,Universitaria,Finanzas,1,Alta,Media,2,Coordinator,Media,Divorced,5731,7,Y,No,13,Alta,Alta,80,2,9,2,6,1,3
26,Yes,Travel_Rarely,Financial,25,Universitaria,Ingeniería Administrativa,1,Baja,Baja,1,Treasurer,Baja,Single,2293,1,Y,No,12,Alta,Alta,80,0,1,2,1,0,1
35,No,Travel_Rarely,Financial,4,Universitaria,Other,1,Alta,Alta,1,Treasurer,Alta,Divorced,1951,1,Y,No,12,Alta,Alta,80,1,1,3,1,0,0
39,No,Travel_Rarely,Financial,6,Universitaria,Ingeniería Administrativa,1,Media,Alta,3,Accountant,Alta,Single,8376,4,Y,No,18,Alta,Muy_Alta,80,0,9,3,2,2,2
43,No,Travel_Rarely,Financial,6,Universitaria,Finanzas,1,Baja,Media,2,Financial Analyst,Media,Single,4081,1,Y,Yes,14,Alta,Baja,80,0,20,3,20,1,8
41,No,Travel_Frequently,Financial,9,Universitaria,Finanzas,1,Baja,Alta,5,Financial Director,Alta,Divorced,19419,2,Y,No,17,Alta,Media,80,1,21,2,18,0,11
30,No,Travel_Rarely,Financial,1,Universitaria,Finanzas,1,Muy_Alta,Alta,1,Treasurer,Alta,Married,3748,1,Y,No,13,Alta,Alta,80,0,12,6,12,1,7
41,No,Travel_Rarely,Financial,12,Universitaria,Ingeniería Administrativa,1,Media,Alta,1,Treasurer,Alta,Married,4766,3,Y,Yes,11,Alta,Baja,80,1,6,4,1,0,0
45,No,Travel_Rarely,Financial,10,Universitaria,Ingeniería Administrativa,1,Baja,Alta,1,Financial Analyst,Alta,Married,2654,3,Y,No,21,Muy_Alta,Muy_Alta,80,2,8,3,2,0,2
25,No,Travel_Rarely,Financial,7,Universitaria,Finanzas,1,Muy_Alta,Media,1,Financial Analyst,Media,Married,2889,1,Y,No,11,Alta,Alta,80,2,2,2,2,2,1
32,No,Travel_Rarely,Financial,5,Master,Other,1,Media,Muy_Alta,1,Financial Analyst,Muy_Alta,Married,3312,3,Y,No,17,Alta,Muy_Alta,80,2,6,3,3,0,2
41,Yes,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Single,5993,8,Y,Yes,11,Alta,Baja,80,0,8,0,6,0,5
53,No,Travel_Rarely,Sales,2,Secundaria,Life Sciences,1,Baja,Media,4,CMO,Media,Married,15427,2,Y,No,16,Alta,Alta,80,0,31,3,25,3,7
36,Yes,Travel_Rarely,Sales,9,Secundaria,Life Sciences,1,Alta,Media,1,Sales Representative,Media,Single,3407,7,Y,No,23,Muy_Alta,Media,80,0,10,4,5,0,3
42,No,Travel_Rarely,Sales,8,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Married,6825,0,Y,No,11,Alta,Muy_Alta,80,1,10,2,9,4,2
46,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Media,Alta,5,CMO,Alta,Single,18947,3,Y,No,12,Alta,Muy_Alta,80,0,22,2,2,2,1
39,Yes,Travel_Rarely,Sales,5,Universitaria,Technical Degree,1,Muy_Alta,Alta,2,Sales Representative,Alta,Married,2086,3,Y,No,14,Alta,Alta,80,1,19,6,1,0,0
50,Yes,Travel_Rarely,Sales,3,Secundaria,Marketing,1,Baja,Media,1,Sales Representative,Media,Married,2683,1,Y,Yes,14,Alta,Alta,80,0,3,2,3,0,2
33,No,Travel_Frequently,Sales,1,Master,Life Sciences,1,Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Married,5376,2,Y,No,19,Alta,Baja,80,2,10,3,5,1,3
27,No,Travel_Frequently,Sales,8,Universitaria,Life Sciences,1,Muy_Alta,Alta,3,Sales Executive,Alta,Single,8726,1,Y,No,15,Alta,Muy_Alta,80,0,9,0,9,1,7
34,No,Non-Travel,Sales,23,Universitaria,Marketing,1,Media,Alta,2,Sales Executive,Alta,Single,4568,0,Y,No,20,Muy_Alta,Alta,80,0,10,2,9,8,7
44,No,Travel_Rarely,Sales,1,Universitaria,Marketing,1,Media,Alta,2,Sales Executive,Alta,Divorced,5454,5,Y,Yes,21,Muy_Alta,Alta,80,1,9,2,4,1,3
26,No,Travel_Rarely,Sales,23,Secundaria,Marketing,1,Alta,Media,2,Sales Executive,Media,Married,4157,7,Y,Yes,19,Alta,Alta,80,1,5,2,2,0,0
35,No,Travel_Frequently,Sales,18,Universitaria,Life Sciences,1,Media,Alta,3,Sales Executive,Alta,Married,9069,1,Y,No,22,Muy_Alta,Muy_Alta,80,1,9,3,9,1,8
59,No,Travel_Frequently,Sales,1,Secundaria,Life Sciences,1,Baja,Media,2,Sales Executive,Media,Single,5473,7,Y,No,11,Alta,Muy_Alta,80,0,20,2,4,1,3
35,No,Travel_Rarely,Sales,1,Secundaria,Marketing,1,Alta,Media,2,Sales Executive,Media,Single,4312,0,Y,No,14,Alta,Media,80,0,16,2,15,2,8
55,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Baja,Alta,3,Sales Executive,Alta,Married,10239,3,Y,No,14,Alta,Muy_Alta,80,1,24,4,1,1,0
23,No,Travel_Rarely,Sales,2,Universitaria,Technical Degree,1,Alta,Alta,1,Sales Representative,Alta,Divorced,2322,3,Y,No,13,Alta,Alta,80,1,3,3,0,0,0
46,Yes,Travel_Rarely,Sales,9,Secundaria,Medical,1,Alta,Media,3,Sales Executive,Media,Single,9619,1,Y,No,16,Alta,Muy_Alta,80,0,9,3,9,4,7
51,No,Travel_Rarely,Sales,21,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Single,5441,0,Y,Yes,22,Muy_Alta,Muy_Alta,80,0,11,2,10,1,0
30,No,Travel_Rarely,Sales,4,Secundaria,Medical,1,Alta,Media,2,Sales Executive,Media,Divorced,5209,1,Y,Yes,12,Alta,Media,80,3,11,4,11,2,7
32,No,Travel_Rarely,Sales,6,Universitaria,Medical,1,Media,Alta,2,Sales Executive,Alta,Single,5010,1,Y,No,16,Alta,Baja,80,0,12,0,11,5,7
24,No,Travel_Rarely,Sales,3,Universitaria,Other,1,Baja,Alta,2,Sales Executive,Alta,Married,4999,0,Y,No,21,Muy_Alta,Baja,80,1,4,2,3,0,2
28,No,Non-Travel,Sales,4,Universitaria,Medical,1,Media,Alta,2,Sales Executive,Alta,Married,4221,1,Y,No,15,Alta,Media,80,0,5,3,5,0,4
58,No,Travel_Rarely,Sales,10,Universitaria,Medical,1,Muy_Alta,Alta,4,Sales Executive,Alta,Single,13872,0,Y,No,13,Alta,Alta,80,0,38,1,37,1,8
25,Yes,Travel_Rarely,Sales,5,Secundaria,Marketing,1,Alta,Media,2,Sales Executive,Media,Single,5744,1,Y,Yes,11,Alta,Muy_Alta,80,0,6,1,6,0,3
37,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Alta,Alta,3,Sales Executive,Alta,Single,7428,2,Y,No,12,Alta,Baja,80,0,12,3,5,1,3
36,No,Travel_Frequently,Sales,11,Universitaria,Technical Degree,1,Media,Alta,3,Sales Executive,Alta,Married,9738,0,Y,No,14,Alta,Alta,80,1,10,6,9,2,8
43,No,Travel_Frequently,Sales,26,Universitaria,Life Sciences,1,Alta,Alta,4,CMO,Alta,Married,16959,1,Y,Yes,12,Alta,Muy_Alta,80,2,25,3,25,4,12
33,No,Non-Travel,Sales,22,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Married,6146,0,Y,No,13,Alta,Baja,80,1,8,2,7,0,7
31,Yes,Travel_Rarely,Sales,6,Primaria,Life Sciences,1,Media,Baja,2,Sales Executive,Baja,Married,6172,4,Y,Yes,18,Alta,Media,80,0,12,3,7,7,7
19,Yes,Travel_Rarely,Sales,22,Universitaria,Marketing,1,Muy_Alta,Alta,1,Sales Representative,Alta,Single,1675,1,Y,Yes,19,Alta,Muy_Alta,80,0,0,2,0,0,0
31,Yes,Travel_Rarely,Sales,20,Primaria,Life Sciences,1,Media,Baja,2,Sales Executive,Baja,Married,4559,3,Y,Yes,11,Alta,Alta,80,1,4,2,2,2,2
41,No,Travel_Rarely,Sales,9,Universitaria,Life Sciences,1,Alta,Alta,3,Sales Executive,Alta,Divorced,8189,3,Y,Yes,13,Alta,Alta,80,1,12,2,9,0,7
39,No,Travel_Rarely,Sales,4,Secundaria,Life Sciences,1,Muy_Alta,Media,2,Sales Executive,Media,Married,5902,4,Y,No,14,Alta,Alta,80,1,17,1,15,5,9
25,No,Travel_Rarely,Sales,28,Secundaria,Life Sciences,1,Baja,Media,2,Sales Executive,Media,Married,8639,2,Y,No,18,Alta,Muy_Alta,80,0,6,3,2,2,2
32,No,Travel_Frequently,Sales,9,Primaria,Medical,1,Muy_Alta,Baja,2,Sales Executive,Baja,Divorced,4668,0,Y,No,17,Alta,Muy_Alta,80,3,9,2,8,0,7
35,No,Travel_Rarely,Sales,1,Universitaria,Marketing,1,Alta,Alta,3,Sales Executive,Alta,Married,7295,1,Y,No,13,Alta,Baja,80,2,10,3,10,0,6
53,No,Travel_Rarely,Sales,6,Universitaria,Marketing,1,Media,Alta,2,Sales Representative,Alta,Married,2306,2,Y,Yes,20,Muy_Alta,Muy_Alta,80,1,13,3,7,4,5
32,No,Travel_Frequently,Sales,8,Universitaria,Marketing,1,Media,Alta,3,Sales Executive,Alta,Single,8998,1,Y,No,14,Alta,Muy_Alta,80,0,9,2,9,3,7
40,No,Travel_Rarely,Sales,4,Secundaria,Marketing,1,Alta,Media,3,Sales Executive,Media,Married,10855,7,Y,No,11,Alta,Baja,80,1,15,2,12,2,11
30,No,Travel_Rarely,Sales,5,Universitaria,Life Sciences,1,Media,Alta,3,Sales Executive,Alta,Married,9419,2,Y,No,12,Alta,Alta,80,1,12,2,10,7,4
38,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Baja,Media,2,Sales Executive,Media,Single,8686,4,Y,No,22,Muy_Alta,Alta,80,0,12,2,8,0,7
19,Yes,Travel_Frequently,Sales,1,Primaria,Technical Degree,1,Alta,Baja,1,Sales Representative,Baja,Single,2325,0,Y,No,21,Muy_Alta,Baja,80,0,1,5,0,0,0
45,No,Travel_Rarely,Sales,4,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Divorced,5006,4,Y,Yes,11,Alta,Baja,80,1,9,3,5,0,3
46,No,Travel_Rarely,Sales,1,Universitaria,Marketing,1,Media,Alta,3,Sales Executive,Alta,Divorced,10453,1,Y,No,25,Muy_Alta,Alta,80,3,24,2,24,15,7
41,Yes,Travel_Rarely,Sales,20,Universitaria,Marketing,1,Media,Alta,1,Sales Representative,Alta,Single,3140,1,Y,Yes,22,Muy_Alta,Muy_Alta,80,0,4,5,4,0,2
29,Yes,Travel_Rarely,Sales,27,Universitaria,Marketing,1,Media,Alta,3,Sales Executive,Alta,Married,7639,1,Y,No,22,Muy_Alta,Muy_Alta,80,3,10,3,10,1,9
32,Yes,Travel_Rarely,Sales,4,Primaria,Medical,1,Muy_Alta,Baja,3,Sales Executive,Baja,Married,10400,1,Y,No,11,Alta,Alta,80,0,14,2,14,9,8
27,No,Travel_Frequently,Sales,20,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,9981,1,Y,No,14,Alta,Muy_Alta,80,0,7,2,7,0,7
41,No,Travel_Rarely,Sales,6,Universitaria,Life Sciences,1,Muy_Alta,Alta,3,CMO,Alta,Single,13591,3,Y,Yes,18,Alta,Alta,80,0,16,3,1,0,0
30,Yes,Travel_Frequently,Sales,26,Secundaria,Marketing,1,Alta,Media,2,Sales Executive,Media,Single,6696,5,Y,No,15,Alta,Alta,80,0,9,5,6,0,1
45,No,Non-Travel,Sales,6,Secundaria,Medical,1,Muy_Alta,Media,3,Sales Executive,Media,Single,8865,6,Y,No,12,Alta,Muy_Alta,80,0,23,2,19,12,8
54,No,Travel_Rarely,Sales,3,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,5940,2,Y,No,14,Alta,Muy_Alta,80,1,16,4,6,0,5
38,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Baja,Alta,3,Sales Executive,Alta,Divorced,10609,0,Y,No,12,Alta,Alta,80,2,17,6,16,5,13
29,No,Travel_Frequently,Sales,1,Universitaria,Medical,1,Media,Alta,3,Sales Executive,Alta,Married,7918,1,Y,No,14,Alta,Muy_Alta,80,1,11,5,11,4,1
35,No,Travel_Frequently,Sales,1,Universitaria,Marketing,1,Alta,Alta,3,Sales Executive,Alta,Single,8789,1,Y,No,14,Alta,Baja,80,0,10,3,10,0,8
50,No,Travel_Rarely,Sales,1,Universitaria,Medical,1,Muy_Alta,Alta,5,CMO,Alta,Divorced,19517,3,Y,No,11,Alta,Alta,80,1,32,3,7,0,6
43,No,Travel_Rarely,Sales,16,Universitaria,Marketing,1,Muy_Alta,Alta,4,CMO,Alta,Married,16064,5,Y,Yes,22,Muy_Alta,Alta,80,1,22,3,17,1,9
52,No,Non-Travel,Sales,2,Secundaria,Life Sciences,1,Baja,Media,5,CMO,Media,Single,19068,1,Y,Yes,18,Alta,Muy_Alta,80,0,33,2,33,15,12
32,No,Non-Travel,Sales,26,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Married,4465,0,Y,No,18,Alta,Baja,80,0,4,2,3,2,2
29,No,Travel_Rarely,Sales,20,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,6931,2,Y,No,14,Alta,Muy_Alta,80,1,10,2,3,0,2
38,No,Non-Travel,Sales,2,Secundaria,Life Sciences,1,Muy_Alta,Media,2,Sales Executive,Media,Married,5249,3,Y,No,18,Alta,Muy_Alta,80,1,13,0,8,7,5
46,No,Travel_Rarely,Sales,2,Primaria,Technical Degree,1,Alta,Baja,4,CMO,Baja,Married,16872,3,Y,Yes,12,Alta,Media,80,1,28,2,7,7,7
29,No,Travel_Rarely,Sales,2,Secundaria,Medical,1,Baja,Media,2,Sales Executive,Media,Married,6644,2,Y,No,19,Alta,Media,80,2,10,2,0,0,0
37,No,Travel_Rarely,Sales,6,Universitaria,Medical,1,Alta,Alta,2,Sales Executive,Alta,Married,6502,4,Y,No,14,Alta,Media,80,1,7,5,5,0,1
38,No,Travel_Rarely,Sales,7,Universitaria,Medical,1,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5605,1,Y,Yes,24,Muy_Alta,Alta,80,1,8,3,8,7,7
42,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Married,4907,1,Y,No,25,Muy_Alta,Alta,80,0,20,3,20,11,6
29,No,Travel_Frequently,Sales,2,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Single,4554,1,Y,No,18,Alta,Baja,80,0,10,3,10,0,9
26,Yes,Travel_Rarely,Sales,4,Secundaria,Marketing,1,Muy_Alta,Media,2,Sales Executive,Media,Single,5828,1,Y,Yes,12,Alta,Media,80,0,8,0,8,7,4
42,No,Travel_Frequently,Sales,26,Universitaria,Marketing,1,Alta,Alta,4,Sales Executive,Alta,Married,13525,5,Y,No,14,Alta,Muy_Alta,80,1,23,2,20,4,8
35,No,Travel_Rarely,Sales,16,Universitaria,Marketing,1,Alta,Alta,3,Sales Executive,Alta,Married,8020,0,Y,No,15,Alta,Alta,80,2,12,3,11,6,9
41,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Muy_Alta,Alta,4,CMO,Alta,Single,16015,1,Y,No,19,Alta,Media,80,0,22,2,22,0,4
18,No,Travel_Rarely,Sales,10,Secundaria,Medical,1,Muy_Alta,Media,1,Sales Representative,Media,Single,1200,1,Y,No,12,Alta,Baja,80,0,0,2,0,0,0
31,No,Travel_Rarely,Sales,7,Master,Technical Degree,1,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Married,6929,4,Y,No,11,Alta,Media,80,1,10,3,8,7,7
32,No,Travel_Rarely,Sales,7,Secundaria,Life Sciences,1,Muy_Alta,Media,2,Sales Executive,Media,Married,5484,1,Y,No,14,Alta,Alta,80,1,13,3,13,4,8
32,No,Travel_Rarely,Sales,8,Universitaria,Technical Degree,1,Alta,Media,2,Sales Executive,Media,Married,5228,1,Y,Yes,11,Alta,Muy_Alta,80,0,13,2,13,11,9
27,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4478,1,Y,Yes,11,Alta,Baja,80,0,5,3,5,0,4
31,No,Travel_Rarely,Sales,7,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,7547,4,Y,No,12,Alta,Muy_Alta,80,3,13,3,7,1,7
39,Yes,Travel_Rarely,Sales,3,Universitaria,Medical,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,5238,4,Y,Yes,18,Alta,Baja,80,0,12,3,1,0,0
33,No,Travel_Frequently,Sales,10,Secundaria,Marketing,1,Media,Media,2,Sales Executive,Media,Single,4682,3,Y,No,14,Alta,Alta,80,0,9,6,7,0,1
27,No,Non-Travel,Sales,1,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Married,6349,0,Y,Yes,13,Alta,Muy_Alta,80,1,6,0,5,1,4
40,No,Travel_Rarely,Sales,1,Primaria,Medical,1,Media,Baja,2,Sales Executive,Baja,Married,7457,2,Y,Yes,22,Muy_Alta,Alta,80,3,6,2,4,0,2
30,No,Travel_Rarely,Sales,5,Secundaria,Marketing,1,Muy_Alta,Media,2,Sales Executive,Media,Divorced,6118,1,Y,No,13,Alta,Alta,80,3,10,2,10,1,2
27,No,Travel_Rarely,Sales,8,Universitaria,Marketing,1,Media,Alta,2,Sales Executive,Alta,Married,6214,1,Y,No,18,Alta,Baja,80,1,8,3,8,0,7
29,No,Travel_Rarely,Sales,10,Secundaria,Marketing,1,Muy_Alta,Media,2,Sales Executive,Media,Divorced,8268,1,Y,Yes,14,Alta,Baja,80,2,7,2,7,1,7
29,No,Non-Travel,Sales,2,Universitaria,Life Sciences,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4649,1,Y,No,14,Alta,Baja,80,1,4,3,4,0,2
48,No,Travel_Rarely,Sales,29,Universitaria,Medical,1,Baja,Alta,3,CMO,Alta,Married,12504,3,Y,No,21,Muy_Alta,Media,80,1,15,3,0,0,0
30,No,Non-Travel,Sales,25,Universitaria,Technical Degree,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4736,7,Y,Yes,12,Alta,Media,80,1,4,2,2,2,2
26,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Married,5296,1,Y,No,17,Alta,Media,80,1,8,3,8,7,7
21,Yes,Travel_Frequently,Sales,1,Secundaria,Technical Degree,1,Baja,Media,1,Sales Representative,Media,Single,2174,1,Y,Yes,11,Alta,Alta,80,0,3,3,3,1,2
36,No,Non-Travel,Sales,1,Universitaria,Medical,1,Muy_Alta,Alta,2,Sales Executive,Alta,Single,6653,4,Y,No,15,Alta,Media,80,0,7,6,1,0,0
36,No,Travel_Frequently,Sales,3,Secundaria,Medical,1,Baja,Media,3,Sales Executive,Media,Married,9699,4,Y,No,11,Alta,Baja,80,1,16,2,13,1,12
33,Yes,Travel_Rarely,Sales,5,Universitaria,Marketing,1,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2851,1,Y,Yes,13,Alta,Media,80,0,1,2,1,0,0
41,Yes,Travel_Frequently,Sales,4,Universitaria,Marketing,1,Baja,Alta,2,Sales Executive,Alta,Single,9355,1,Y,No,18,Alta,Alta,80,0,8,5,8,7,7
40,Yes,Travel_Rarely,Sales,22,Secundaria,Marketing,1,Alta,Media,2,Sales Executive,Media,Married,6380,2,Y,Yes,12,Alta,Baja,80,2,8,6,6,1,0
21,Yes,Travel_Rarely,Sales,12,Master,Life Sciences,1,Alta,Muy_Alta,1,Sales Representative,Muy_Alta,Single,2716,1,Y,No,15,Alta,Muy_Alta,80,0,1,0,1,0,0
28,No,Travel_Rarely,Sales,9,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Single,5253,1,Y,No,16,Alta,Muy_Alta,80,0,7,1,7,0,7
51,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,1,Alta,Alta,2,Sales Executive,Alta,Married,4936,4,Y,No,11,Alta,Alta,80,1,18,2,7,0,7
34,Yes,Non-Travel,Sales,19,Master,Marketing,1,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5304,8,Y,Yes,13,Alta,Media,80,0,9,3,5,0,4
24,No,Travel_Rarely,Sales,10,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4260,1,Y,Yes,12,Alta,Muy_Alta,80,1,5,2,5,0,3
30,No,Travel_Rarely,Sales,2,Universitaria,Technical Degree,1,Alta,Alta,1,Sales Representative,Alta,Married,2476,1,Y,No,18,Alta,Baja,80,1,1,3,1,0,0
36,No,Travel_Rarely,Sales,2,Universitaria,Medical,1,Media,Media,3,Sales Executive,Media,Married,7596,1,Y,No,13,Alta,Media,80,2,10,2,10,9,0
40,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,5715,7,Y,No,12,Alta,Alta,80,2,8,5,5,1,3
34,No,Non-Travel,Sales,4,Universitaria,Marketing,1,Alta,Alta,2,Sales Executive,Alta,Married,6538,9,Y,No,15,Alta,Baja,80,1,6,3,3,1,2
25,No,Travel_Rarely,Sales,4,Secundaria,Life Sciences,1,Media,Media,2,Sales Executive,Media,Single,4487,1,Y,Yes,11,Alta,Media,80,0,5,3,5,1,3
56,No,Travel_Frequently,Sales,6,Master,Life Sciences,1,Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13212,9,Y,No,11,Alta,Muy_Alta,80,3,36,0,7,7,7
30,No,Travel_Rarely,Sales,12,Universitaria,Technical Degree,1,Media,Alta,2,Sales Executive,Alta,Single,6577,0,Y,No,11,Alta,Media,80,0,6,6,5,4,4
41,No,Travel_Rarely,Sales,1,Master,Marketing,1,Media,Muy_Alta,3,Sales Executive,Muy_Alta,Married,8392,1,Y,No,16,Alta,Alta,80,1,10,2,10,0,7
24,Yes,Travel_Rarely,Sales,1,Universitaria,Technical Degree,1,Baja,Alta,1,Sales Representative,Alta,Single,3202,1,Y,Yes,16,Alta,Media,80,0,6,4,5,1,4
34,Yes,Travel_Frequently,Sales,6,Primaria,Marketing,1,Muy_Alta,Baja,1,Sales Representative,Baja,Divorced,2351,0,Y,No,16,Alta,Muy_Alta,80,1,3,3,2,1,0
40,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Alta,Alta,5,CMO,Alta,Married,18041,0,Y,No,14,Alta,Muy_Alta,80,0,21,2,20,1,12
30,No,Non-Travel,Sales,22,Universitaria,Other,1,Alta,Alta,3,Sales Executive,Alta,Married,8412,0,Y,No,11,Alta,Alta,80,0,10,3,9,7,8
57,No,Travel_Rarely,Sales,29,Secundaria,Marketing,1,Baja,Media,4,CMO,Media,Divorced,14118,3,Y,No,12,Alta,Alta,80,1,32,3,1,0,0
60,No,Travel_Frequently,Sales,28,Secundaria,Marketing,1,Alta,Media,3,Sales Executive,Media,Married,10266,4,Y,No,19,Alta,Muy_Alta,80,0,22,5,18,13,11
46,No,Travel_Rarely,Sales,10,Secundaria,Marketing,1,Alta,Media,3,Sales Executive,Media,Married,9071,2,Y,Yes,19,Alta,Alta,80,1,15,3,3,1,2
30,No,Travel_Rarely,Sales,7,Universitaria,Marketing,1,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2983,0,Y,No,14,Alta,Baja,80,0,4,3,3,1,2
36,No,Non-Travel,Sales,10,Universitaria,Medical,1,Media,Alta,3,Sales Executive,Alta,Single,9980,1,Y,No,14,Alta,Muy_Alta,80,0,10,3,10,9,7
48,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Media,Alta,2,Sales Executive,Alta,Married,4051,2,Y,No,14,Alta,Baja,80,1,14,2,9,6,7
55,No,Travel_Rarely,Sales,18,Universitaria,Life Sciences,1,Baja,Alta,4,CMO,Alta,Single,16835,3,Y,No,23,Muy_Alta,Muy_Alta,80,0,37,2,10,7,7
35,No,Travel_Rarely,Sales,1,Universitaria,Marketing,1,Media,Alta,2,Sales Executive,Alta,Married,4717,9,Y,No,11,Alta,Alta,80,0,15,2,11,6,9
31,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Media,Alta,2,Sales Executive,Alta,Single,6582,4,Y,Yes,13,Alta,Alta,80,0,10,2,6,0,5
45,No,Travel_Rarely,Sales,2,Universitaria,Other,1,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4805,0,Y,No,19,Alta,Media,80,1,9,3,8,3,7
31,No,Travel_Rarely,Sales,7,Secundaria,Life Sciences,1,Alta,Media,3,CMO,Media,Divorced,11557,9,Y,No,21,Muy_Alta,Alta,80,1,10,3,5,0,1
18,Yes,Travel_Frequently,Sales,5,Universitaria,Marketing,1,Media,Alta,1,Sales Representative,Alta,Single,1878,1,Y,Yes,14,Alta,Muy_Alta,80,0,0,3,0,0,0
40,No,Non-Travel,Sales,28,Universitaria,Other,1,Alta,Baja,3,Sales Executive,Baja,Divorced,10932,3,Y,No,15,Alta,Alta,80,1,20,2,1,0,1
26,No,Travel_Rarely,Sales,29,Universitaria,Medical,1,Baja,Alta,2,Sales Executive,Alta,Divorced,4306,5,Y,No,12,Alta,Baja,80,2,8,5,0,0,0
35,No,Travel_Rarely,Sales,1,Universitaria,Medical,1,Baja,Alta,2,Sales Executive,Alta,Single,4859,1,Y,No,16,Alta,Muy_Alta,80,0,5,3,5,0,3
34,No,Travel_Rarely,Sales,21,Master,Life Sciences,1,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5337,1,Y,No,12,Alta,Muy_Alta,80,0,10,3,10,5,7
41,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Media,Alta,4,CMO,Alta,Married,16595,7,Y,No,16,Alta,Media,80,1,22,2,18,11,8
32,Yes,Non-Travel,Sales,11,Master,Other,1,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Married,4707,8,Y,No,12,Alta,Muy_Alta,80,0,6,2,4,1,2
26,No,Travel_Rarely,Sales,28,Universitaria,Marketing,1,Baja,Alta,2,Sales Executive,Alta,Married,6272,1,Y,No,20,Muy_Alta,Muy_Alta,80,2,6,5,5,1,4
30,Yes,Travel_Frequently,Sales,12,Secundaria,Life Sciences,1,Media,Media,1,Sales Representative,Media,Married,2033,1,Y,No,18,Alta,Alta,80,1,1,2,1,0,0
31,Yes,Travel_Rarely,Sales,13,Universitaria,Medical,1,Media,Alta,2,Sales Executive,Alta,Divorced,4233,2,Y,No,17,Alta,Alta,80,0,9,2,3,1,2
31,No,Travel_Rarely,Sales,6,Master,Medical,1,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5460,4,Y,No,22,Muy_Alta,Muy_Alta,80,2,13,4,7,5,7
