id,Unnamed: 0,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,empleados,satisfaccion_entorno,sexo,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,mayor_edad,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,horas_quincena,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,conciliacion,anos_compania,anos_en_puesto,anos_desde_ult_promocion,anos_con_manager_actual
271,198,38,No,Travel_Rarely,Financial,2,Universitaria,Ingeniería Administrativa,1,Muy_Alta,3.0,Alta,2,Accountant,Alta,Married,6553,9,Y,No,14,Alta,Media,80,0,14,3,,1,,0,0
385,279,50,No,Travel_Rarely,Financial,4,Universitaria,Ingeniería Administrativa,1,Baja,3.0,Alta,5,Financial Director,Alta,Divorced,19144,3,Y,No,14,Alta,Baja,80,2,28,4,,10,,1,6
758,550,23,No,Travel_Rarely,Financial,9,Universitaria,Finanzas,1,Media,3.0,Alta,1,Treasurer,Alta,Married,2500,1,Y,No,14,Alta,Muy_Alta,80,1,5,2,,4,3.0,0,2
471,351,32,No,Travel_Rarely,Financial,2,Universitaria,Finanzas,1,Alta,3.0,Alta,1,Treasurer,Alta,Married,2370,1,Y,No,13,Alta,Alta,80,1,8,4,,8,3.0,0,7
1509,1071,49,No,Travel_Rarely,Financial,3,Universitaria,Finanzas,1,Alta,2.0,Media,2,Treasurer,Media,Married,4789,4,Y,No,25,Muy_Alta,Baja,80,1,10,3,,3,,1,2
499,375,49,No,Travel_Rarely,Financial,7,Universitaria,Other,1,Media,2.0,Media,3,Coordinator,Media,Single,10965,8,Y,No,24,Muy_Alta,Alta,80,0,26,2,,5,,0,0
1868,1332,29,Yes,Travel_Frequently,Financial,24,Universitaria,Ingeniería Administrativa,1,Muy_Alta,2.0,Media,1,Financial Analyst,Media,Single,2439,1,Y,Yes,24,Muy_Alta,Media,80,0,1,3,Media,1,,1,0
2048,1455,40,No,Travel_Rarely,Financial,2,Universitaria,Ingeniería Administrativa,1,Alta,,Media,1,Financial Analyst,Media,Single,2809,2,Y,No,14,Alta,Muy_Alta,80,0,8,2,,2,,2,2
2009,1425,33,No,Travel_Rarely,Financial,15,Universitaria,Finanzas,1,Media,3.0,Alta,2,Coordinator,Alta,Married,4878,0,Y,Yes,13,Alta,Baja,80,1,10,6,,9,,8,1
84,65,55,No,Travel_Rarely,Financial,8,Universitaria,Finanzas,1,Muy_Alta,3.0,Alta,4,CFO,Alta,Divorced,14756,2,Y,Yes,14,Alta,Alta,80,3,21,2,,5,,0,2
1482,1052,30,No,Non-Travel,Financial,7,Universitaria,Contaduría,1,Alta,,Alta,1,Financial Analyst,Alta,Divorced,1274,1,Y,No,13,Alta,Media,80,2,1,2,Alta,1,,0,0
408,299,51,No,Travel_Rarely,Financial,2,Universitaria,Finanzas,1,Muy_Alta,1.0,Baja,2,Accountant,Baja,Divorced,5482,5,Y,No,18,Alta,Muy_Alta,80,1,13,3,Baja,4,,1,2
1092,785,40,No,Travel_Rarely,Financial,20,Universitaria,Contaduría,1,Baja,3.0,Alta,3,Coordinator,Alta,Married,10322,4,Y,No,20,Muy_Alta,Muy_Alta,80,1,14,6,,11,,11,1
638,473,49,No,Travel_Rarely,Financial,18,Universitaria,Ingeniería Administrativa,1,Muy_Alta,2.0,Media,5,Financial Director,Media,Divorced,19502,1,Y,Yes,17,Alta,Alta,80,1,31,5,Media,31,,0,9
1692,1205,32,Yes,Travel_Rarely,Financial,2,,Ingeniería Administrativa,1,Muy_Alta,,Alta,1,Treasurer,Alta,Single,1393,1,Y,No,12,Alta,Baja,80,0,1,2,,1,3.0,0,0
2054,1460,29,No,Travel_Rarely,Financial,28,Universitaria,Finanzas,1,Muy_Alta,2.0,Media,1,Financial Analyst,Media,Single,3785,1,Y,No,14,Alta,Media,80,0,5,3,,5,,0,4
1985,1409,40,No,Travel_Frequently,Financial,11,Universitaria,Contaduría,1,Muy_Alta,3.0,Alta,2,Treasurer,Alta,Married,6323,1,Y,No,11,Alta,Baja,80,1,10,2,Alta,10,,9,4
1161,832,37,No,Travel_Rarely,Financial,25,Universitaria,Finanzas,1,Alta,2.0,Media,2,Coordinator,Media,Divorced,5731,7,Y,No,13,Alta,Alta,80,2,9,2,,6,,1,3
55,42,26,Yes,Travel_Rarely,Financial,25,,Ingeniería Administrativa,1,Baja,,Baja,1,Treasurer,Baja,Single,2293,1,Y,No,12,Alta,Alta,80,0,1,2,,1,,0,1
53,40,35,No,Travel_Rarely,Financial,4,Universitaria,Other,1,Alta,3.0,Alta,1,Treasurer,Alta,Divorced,1951,1,Y,No,12,Alta,Alta,80,1,1,3,,1,,0,0
1525,1079,39,No,Travel_Rarely,Financial,6,Universitaria,Ingeniería Administrativa,1,Media,3.0,Alta,3,Accountant,Alta,Single,8376,4,Y,No,18,Alta,Muy_Alta,80,0,9,3,,2,,2,2
1402,995,43,No,Travel_Rarely,Financial,6,Universitaria,Finanzas,1,Baja,,Media,2,Financial Analyst,Media,Single,4081,1,Y,Yes,14,Alta,Baja,80,0,20,3,,20,,1,8
999,716,41,No,Travel_Frequently,Financial,9,Universitaria,Finanzas,1,Baja,,Alta,5,Financial Director,,Divorced,19419,2,Y,No,17,Alta,Media,80,1,21,2,,18,,0,11
1989,1412,30,No,Travel_Rarely,Financial,1,Universitaria,Finanzas,1,Muy_Alta,3.0,Alta,1,Treasurer,Alta,Married,3748,1,Y,No,13,Alta,Alta,80,0,12,6,Alta,12,,1,7
1158,830,41,No,Travel_Rarely,Financial,12,Universitaria,Ingeniería Administrativa,1,Media,3.0,Alta,1,Treasurer,Alta,Married,4766,3,Y,Yes,11,Alta,Baja,80,1,6,4,Alta,1,,0,0
544,407,45,No,Travel_Rarely,Financial,10,Universitaria,Ingeniería Administrativa,1,Baja,3.0,Alta,1,Financial Analyst,Alta,Married,2654,3,Y,No,21,Muy_Alta,Muy_Alta,80,2,8,3,,2,,0,2
143,108,25,No,Travel_Rarely,Financial,7,Universitaria,Finanzas,1,Muy_Alta,2.0,Media,1,Financial Analyst,Media,Married,2889,1,Y,No,11,Alta,Alta,80,2,2,2,Media,2,,2,1
1607,1139,32,No,Travel_Rarely,Financial,5,Master,Other,1,Media,4.0,Muy_Alta,1,Financial Analyst,Muy_Alta,Married,3312,3,Y,No,17,Alta,Muy_Alta,80,2,6,3,,3,4.0,0,2
1,0,41,Yes,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Media,3.0,Alta,2,Sales Executive,Alta,Single,5993,8,Y,Yes,11,Alta,Baja,80,0,8,0,,6,,0,5
23,18,53,No,Travel_Rarely,Sales,2,Secundaria,Life Sciences,1,Baja,2.0,Media,4,CMO,Media,Married,15427,2,Y,No,16,Alta,Alta,80,0,31,3,,25,,3,7
27,21,36,Yes,Travel_Rarely,Sales,9,Secundaria,Life Sciences,1,Alta,2.0,Media,1,Sales Representative,,Single,3407,7,Y,No,23,Muy_Alta,Media,80,0,10,4,,5,2.0,0,3
35,27,42,No,Travel_Rarely,Sales,8,Universitaria,Marketing,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,6825,0,Y,No,11,Alta,Muy_Alta,80,1,10,2,Alta,9,3.0,4,2
38,29,46,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Media,,Alta,5,CMO,Alta,Single,18947,3,Y,No,12,Alta,Muy_Alta,80,0,22,2,Alta,2,,2,1
42,33,39,Yes,Travel_Rarely,Sales,5,Universitaria,Technical Degree,1,Muy_Alta,3.0,Alta,2,Sales Representative,Alta,Married,2086,3,Y,No,14,Alta,Alta,80,1,19,6,,1,,0,0
47,36,50,Yes,Travel_Rarely,Sales,3,Secundaria,Marketing,1,Baja,2.0,Media,1,Sales Representative,Media,Married,2683,1,Y,Yes,14,Alta,Alta,80,0,3,2,Media,3,,0,2
52,39,33,No,Travel_Frequently,Sales,1,Master,Life Sciences,1,Alta,4.0,Muy_Alta,2,Sales Executive,Muy_Alta,Married,5376,2,Y,No,19,Alta,Baja,80,2,10,3,,5,,1,3
56,43,27,No,Travel_Frequently,Sales,8,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,3,Sales Executive,Alta,Single,8726,1,Y,No,15,Alta,Muy_Alta,80,0,9,0,,9,3.0,1,7
60,46,34,No,Non-Travel,Sales,23,Universitaria,Marketing,1,Media,3.0,Alta,2,Sales Executive,Alta,Single,4568,0,Y,No,20,Muy_Alta,Alta,80,0,10,2,,9,,8,7
68,52,44,No,Travel_Rarely,Sales,1,Universitaria,Marketing,1,Media,3.0,Alta,2,Sales Executive,Alta,Divorced,5454,5,Y,Yes,21,Muy_Alta,Alta,80,1,9,2,,4,,1,3
72,54,26,No,Travel_Rarely,Sales,23,Secundaria,Marketing,1,Alta,2.0,Media,2,Sales Executive,Media,Married,4157,7,Y,Yes,19,Alta,Alta,80,1,5,2,,2,,0,0
74,56,35,No,Travel_Frequently,Sales,18,Universitaria,Life Sciences,1,Media,3.0,Alta,3,Sales Executive,Alta,Married,9069,1,Y,No,22,Muy_Alta,Muy_Alta,80,1,9,3,,9,,1,8
91,70,59,No,Travel_Frequently,Sales,1,Secundaria,Life Sciences,1,Baja,,Media,2,Sales Executive,Media,Single,5473,7,Y,No,11,Alta,Muy_Alta,80,0,20,2,,4,,1,3
100,76,35,No,Travel_Rarely,Sales,1,Secundaria,Marketing,1,Alta,2.0,Media,2,Sales Executive,Media,Single,4312,0,Y,No,14,Alta,Media,80,0,16,2,Media,15,,2,8
106,82,55,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Baja,3.0,Alta,3,Sales Executive,Alta,Married,10239,3,Y,No,14,Alta,Muy_Alta,80,1,24,4,,1,,1,0
113,86,23,No,Travel_Rarely,Sales,2,Universitaria,Technical Degree,1,Alta,,Alta,1,Sales Representative,Alta,Divorced,2322,3,Y,No,13,Alta,Alta,80,1,3,3,Alta,0,,0,0
118,89,46,Yes,Travel_Rarely,Sales,9,Secundaria,Medical,1,Alta,2.0,Media,3,Sales Executive,Media,Single,9619,1,Y,No,16,Alta,Muy_Alta,80,0,9,3,Media,9,,4,7
120,91,51,No,Travel_Rarely,Sales,21,Universitaria,Marketing,1,Alta,3.0,Alta,2,Sales Executive,Alta,Single,5441,0,Y,Yes,22,Muy_Alta,Muy_Alta,80,0,11,2,Alta,10,3.0,1,0
121,92,30,No,Travel_Rarely,Sales,4,Secundaria,Medical,1,Alta,2.0,Media,2,Sales Executive,Media,Divorced,5209,1,Y,Yes,12,Alta,Media,80,3,11,4,,11,,2,7
125,94,32,No,Travel_Rarely,Sales,6,Universitaria,Medical,1,Media,3.0,Alta,2,Sales Executive,Alta,Single,5010,1,Y,No,16,Alta,Baja,80,0,12,0,,11,,5,7
128,96,24,No,Travel_Rarely,Sales,3,Universitaria,Other,1,Baja,3.0,Alta,2,Sales Executive,Alta,Married,4999,0,Y,No,21,Muy_Alta,Baja,80,1,4,2,,3,,0,2
129,97,28,No,Non-Travel,Sales,4,Universitaria,Medical,1,Media,3.0,Alta,2,Sales Executive,Alta,Married,4221,1,Y,No,15,Alta,Media,80,0,5,3,,5,3.0,0,4
131,98,58,No,Travel_Rarely,Sales,10,Universitaria,Medical,1,Muy_Alta,,Alta,4,Sales Executive,Alta,Single,13872,0,Y,No,13,Alta,Alta,80,0,38,1,Alta,37,,1,8
142,107,25,Yes,Travel_Rarely,Sales,5,Secundaria,Marketing,1,Alta,2.0,Media,2,Sales Executive,Media,Single,5744,1,Y,Yes,11,Alta,Muy_Alta,80,0,6,1,,6,2.0,0,3
152,115,37,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Alta,3.0,Alta,3,Sales Executive,Alta,Single,7428,2,Y,No,12,Alta,Baja,80,0,12,3,Alta,5,,1,3
154,117,36,No,Travel_Frequently,Sales,11,Universitaria,Technical Degree,1,Media,3.0,Alta,3,Sales Executive,Alta,Married,9738,0,Y,No,14,Alta,Alta,80,1,10,6,,9,,2,8
158,119,43,No,Travel_Frequently,Sales,26,Universitaria,Life Sciences,1,Alta,3.0,Alta,4,CMO,Alta,Married,16959,1,Y,Yes,12,Alta,Muy_Alta,80,2,25,3,,25,,4,12
160,121,33,No,Non-Travel,Sales,22,Universitaria,Marketing,1,Alta,,Alta,2,Sales Executive,Alta,Married,6146,0,Y,No,13,Alta,Baja,80,1,8,2,Alta,7,,0,7
163,124,31,Yes,Travel_Rarely,Sales,6,Primaria,Life Sciences,1,Media,1.0,Baja,2,Sales Executive,Baja,Married,6172,4,Y,Yes,18,Alta,Media,80,0,12,3,,7,,7,7
167,127,19,Yes,Travel_Rarely,Sales,22,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,1,Sales Representative,Alta,Single,1675,1,Y,Yes,19,Alta,Muy_Alta,80,0,0,2,,0,,0,0
175,132,31,Yes,Travel_Rarely,Sales,20,Primaria,Life Sciences,1,Media,,Baja,2,Sales Executive,Baja,Married,4559,3,Y,Yes,11,Alta,Alta,80,1,4,2,,2,,2,2
176,133,41,No,Travel_Rarely,Sales,9,Universitaria,Life Sciences,1,Alta,3.0,Alta,3,Sales Executive,Alta,Divorced,8189,3,Y,Yes,13,Alta,Alta,80,1,12,2,,9,3.0,0,7
182,137,39,No,Travel_Rarely,Sales,4,Secundaria,Life Sciences,1,Muy_Alta,2.0,Media,2,Sales Executive,Media,Married,5902,4,Y,No,14,Alta,Alta,80,1,17,1,,15,,5,9
183,138,25,No,Travel_Rarely,Sales,28,Secundaria,Life Sciences,1,Baja,2.0,Media,2,Sales Executive,Media,Married,8639,2,Y,No,18,Alta,Muy_Alta,80,0,6,3,,2,,2,2
195,144,32,No,Travel_Frequently,Sales,9,Primaria,Medical,1,Muy_Alta,1.0,Baja,2,Sales Executive,Baja,Divorced,4668,0,Y,No,17,Alta,Muy_Alta,80,3,9,2,,8,,0,7
204,151,35,No,Travel_Rarely,Sales,1,Universitaria,Marketing,1,Alta,3.0,Alta,3,Sales Executive,Alta,Married,7295,1,Y,No,13,Alta,Baja,80,2,10,3,,10,,0,6
205,152,53,No,Travel_Rarely,Sales,6,Universitaria,Marketing,1,Media,,Alta,2,Sales Representative,Alta,Married,2306,2,Y,Yes,20,Muy_Alta,Muy_Alta,80,1,13,3,,7,,4,5
207,154,32,No,Travel_Frequently,Sales,8,Universitaria,Marketing,1,Media,,Alta,3,Sales Executive,Alta,Single,8998,1,Y,No,14,Alta,Muy_Alta,80,0,9,2,,9,,3,7
215,158,40,No,Travel_Rarely,Sales,4,Secundaria,Marketing,1,Alta,2.0,Media,3,Sales Executive,Media,Married,10855,7,Y,No,11,Alta,Baja,80,1,15,2,Media,12,2.0,2,11
228,167,30,No,Travel_Rarely,Sales,5,Universitaria,Life Sciences,1,Media,,Alta,3,Sales Executive,Alta,Married,9419,2,Y,No,12,Alta,Alta,80,1,12,2,,10,,7,4
230,168,38,No,Travel_Rarely,Sales,1,,Life Sciences,1,Baja,2.0,Media,2,Sales Executive,Media,Single,8686,4,Y,No,22,Muy_Alta,Alta,80,0,12,2,,8,,0,7
235,171,19,Yes,Travel_Frequently,Sales,1,Primaria,Technical Degree,1,Alta,1.0,Baja,1,Sales Representative,Baja,Single,2325,0,Y,No,21,Muy_Alta,Baja,80,0,1,5,,0,,0,0
240,174,45,No,Travel_Rarely,Sales,4,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Divorced,5006,4,Y,Yes,11,Alta,Baja,80,1,9,3,Alta,5,,0,3
244,178,46,No,Travel_Rarely,Sales,1,Universitaria,Marketing,1,Media,3.0,Alta,3,Sales Executive,Alta,Divorced,10453,1,Y,No,25,Muy_Alta,Alta,80,3,24,2,,24,,15,7
248,182,41,Yes,Travel_Rarely,Sales,20,Universitaria,Marketing,1,Media,3.0,Alta,1,Sales Representative,Alta,Single,3140,1,Y,Yes,22,Muy_Alta,Muy_Alta,80,0,4,5,,4,,0,2
283,205,29,Yes,Travel_Rarely,Sales,27,Universitaria,Marketing,1,Media,3.0,Alta,3,Sales Executive,Alta,Married,7639,1,Y,No,22,Muy_Alta,Muy_Alta,80,3,10,3,,10,,1,9
291,210,32,Yes,Travel_Rarely,Sales,4,Primaria,Medical,1,Muy_Alta,1.0,Baja,3,Sales Executive,Baja,Married,10400,1,Y,No,11,Alta,Alta,80,0,14,2,,14,,9,8
293,212,27,No,Travel_Frequently,Sales,20,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Single,9981,1,Y,No,14,Alta,Muy_Alta,80,0,7,2,Alta,7,,0,7
298,215,41,No,Travel_Rarely,Sales,6,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,3,CMO,Alta,Single,13591,3,Y,Yes,18,Alta,Alta,80,0,16,3,,1,,0,0
299,216,30,Yes,Travel_Frequently,Sales,26,Secundaria,Marketing,1,Alta,2.0,Media,2,Sales Executive,Media,Single,6696,5,Y,No,15,Alta,Alta,80,0,9,5,Media,6,2.0,0,1
302,218,45,No,Non-Travel,Sales,6,Secundaria,Medical,1,Muy_Alta,,Media,3,Sales Executive,Media,Single,8865,6,Y,No,12,Alta,Muy_Alta,80,0,23,2,Media,19,,12,8
303,219,54,No,Travel_Rarely,Sales,3,Universitaria,Marketing,1,Muy_Alta,,Alta,2,Sales Executive,Alta,Married,5940,2,Y,No,14,Alta,Muy_Alta,80,1,16,4,,6,,0,5
307,223,38,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,1,Baja,3.0,Alta,3,Sales Executive,Alta,Divorced,10609,0,Y,No,12,Alta,Alta,80,2,17,6,,16,,5,13
312,227,29,No,Travel_Frequently,Sales,1,Universitaria,Medical,1,Media,3.0,Alta,3,Sales Executive,Alta,Married,7918,1,Y,No,14,Alta,Muy_Alta,80,1,11,5,,11,,4,1
314,228,35,No,Travel_Frequently,Sales,1,Universitaria,Marketing,1,Alta,3.0,Alta,3,Sales Executive,Alta,Single,8789,1,Y,No,14,Alta,Baja,80,0,10,3,Alta,10,,0,8
323,233,50,No,Travel_Rarely,Sales,1,Universitaria,Medical,1,Muy_Alta,3.0,Alta,5,CMO,Alta,Divorced,19517,3,Y,No,11,Alta,Alta,80,1,32,3,,7,3.0,0,6
327,235,43,No,Travel_Rarely,Sales,16,Universitaria,Marketing,1,Muy_Alta,,Alta,4,CMO,Alta,Married,16064,5,Y,Yes,22,Muy_Alta,Alta,80,1,22,3,,17,3.0,1,9
329,237,52,No,Non-Travel,Sales,2,Secundaria,Life Sciences,1,Baja,2.0,Media,5,CMO,Media,Single,19068,1,Y,Yes,18,Alta,Muy_Alta,80,0,33,2,,33,,15,12
333,241,32,No,Non-Travel,Sales,26,Universitaria,Marketing,1,Alta,3.0,Alta,2,Sales Executive,,Married,4465,0,Y,No,18,Alta,Baja,80,0,4,2,,3,,2,2
349,254,29,No,Travel_Rarely,Sales,20,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Divorced,6931,2,Y,No,14,Alta,Muy_Alta,80,1,10,2,,3,,0,2
361,261,38,No,Non-Travel,Sales,2,Secundaria,Life Sciences,1,Muy_Alta,2.0,Media,2,Sales Executive,Media,Married,5249,3,Y,No,18,Alta,Muy_Alta,80,1,13,0,,8,,7,5
363,263,46,No,Travel_Rarely,Sales,2,Primaria,Technical Degree,1,Alta,1.0,Baja,4,CMO,Baja,Married,16872,3,Y,Yes,12,Alta,Media,80,1,28,2,,7,,7,7
366,265,29,No,Travel_Rarely,Sales,2,Secundaria,Medical,1,Baja,2.0,Media,2,Sales Executive,Media,Married,6644,2,Y,No,19,Alta,Media,80,2,10,2,,0,,0,0
378,273,37,No,Travel_Rarely,Sales,6,Universitaria,Medical,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,6502,4,Y,No,14,Alta,Media,80,1,7,5,,5,,0,1
382,277,38,No,Travel_Rarely,Sales,7,,Medical,1,Baja,4.0,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5605,1,Y,Yes,24,Muy_Alta,Alta,80,1,8,3,,8,4.0,7,7
387,281,42,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Media,3.0,Alta,2,Sales Executive,Alta,Married,4907,1,Y,No,25,Muy_Alta,Alta,80,0,20,3,Alta,20,,11,6
388,282,29,No,Travel_Frequently,Sales,2,Universitaria,Life Sciences,1,Media,3.0,Alta,2,Sales Executive,Alta,Single,4554,1,Y,No,18,Alta,Baja,80,0,10,3,Alta,10,,0,9
401,293,26,Yes,Travel_Rarely,Sales,4,Secundaria,Marketing,1,Muy_Alta,2.0,Media,2,Sales Executive,Media,Single,5828,1,Y,Yes,12,Alta,Media,80,0,8,0,,8,,7,4
404,295,42,No,Travel_Frequently,Sales,26,Universitaria,Marketing,1,Alta,3.0,Alta,4,Sales Executive,Alta,Married,13525,5,Y,No,14,Alta,Muy_Alta,80,1,23,2,Alta,20,,4,8
406,297,35,No,Travel_Rarely,Sales,16,Universitaria,Marketing,1,Alta,3.0,Alta,3,Sales Executive,Alta,Married,8020,0,Y,No,15,Alta,Alta,80,2,12,3,,11,,6,9
410,300,41,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,4,CMO,Alta,Single,16015,1,Y,No,19,Alta,Media,80,0,22,2,,22,,0,4
411,301,18,No,Travel_Rarely,Sales,10,Secundaria,Medical,1,Muy_Alta,2.0,Media,1,Sales Representative,Media,Single,1200,1,Y,No,12,Alta,Baja,80,0,0,2,,0,,0,0
416,303,31,No,Travel_Rarely,Sales,7,Master,Technical Degree,1,Media,4.0,Muy_Alta,2,Sales Executive,Muy_Alta,Married,6929,4,Y,No,11,Alta,Media,80,1,10,3,,8,,7,7
420,306,32,No,Travel_Rarely,Sales,7,Secundaria,Life Sciences,1,Muy_Alta,2.0,Media,2,Sales Executive,Media,Married,5484,1,Y,No,14,Alta,Alta,80,1,13,3,,13,,4,8
436,319,32,No,Travel_Rarely,Sales,8,,Technical Degree,1,Alta,2.0,Media,2,Sales Executive,Media,Married,5228,1,Y,Yes,11,Alta,Muy_Alta,80,0,13,2,Media,13,,11,9
437,320,27,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Single,4478,1,Y,Yes,11,Alta,Baja,80,0,5,3,,5,,0,4
438,321,31,No,Travel_Rarely,Sales,7,Universitaria,Marketing,1,Muy_Alta,,Alta,2,Sales Executive,Alta,Divorced,7547,4,Y,No,12,Alta,Muy_Alta,80,3,13,3,Alta,7,,1,7
445,327,39,Yes,Travel_Rarely,Sales,3,Universitaria,Medical,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,5238,4,Y,Yes,18,Alta,Baja,80,0,12,3,,1,,0,0
446,328,33,No,Travel_Frequently,Sales,10,Secundaria,Marketing,1,Media,,Media,2,Sales Executive,Media,Single,4682,3,Y,No,14,Alta,Alta,80,0,9,6,,7,,0,1
449,331,27,No,Non-Travel,Sales,1,Universitaria,Marketing,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,6349,0,Y,Yes,13,Alta,Muy_Alta,80,1,6,0,Alta,5,,1,4
453,335,40,No,Travel_Rarely,Sales,1,Primaria,Medical,1,Media,1.0,Baja,2,Sales Executive,Baja,Married,7457,2,Y,Yes,22,Muy_Alta,Alta,80,3,6,2,Baja,4,1.0,0,2
456,338,30,No,Travel_Rarely,Sales,5,Secundaria,Marketing,1,Muy_Alta,2.0,Media,2,Sales Executive,Media,Divorced,6118,1,Y,No,13,Alta,Alta,80,3,10,2,,10,,1,2
458,339,27,No,Travel_Rarely,Sales,8,Universitaria,Marketing,1,Media,,Alta,2,Sales Executive,Alta,Married,6214,1,Y,No,18,Alta,Baja,80,1,8,3,Alta,8,,0,7
463,343,29,No,Travel_Rarely,Sales,10,Secundaria,Marketing,1,Muy_Alta,2.0,Media,2,Sales Executive,Media,Divorced,8268,1,Y,Yes,14,Alta,Baja,80,2,7,2,,7,,1,7
469,349,29,No,Non-Travel,Sales,2,Universitaria,Life Sciences,1,Muy_Alta,,Alta,2,Sales Executive,Alta,Married,4649,1,Y,No,14,Alta,Baja,80,1,4,3,,4,,0,2
473,352,48,No,Travel_Rarely,Sales,29,Universitaria,Medical,1,Baja,3.0,Alta,3,CMO,Alta,Married,12504,3,Y,No,21,Muy_Alta,Media,80,1,15,3,Alta,0,,0,0
475,354,30,No,Non-Travel,Sales,25,Universitaria,Technical Degree,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Married,4736,7,Y,Yes,12,Alta,Media,80,1,4,2,Alta,2,,2,2
476,355,26,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,5296,1,Y,No,17,Alta,Media,80,1,8,3,Alta,8,,7,7
478,357,21,Yes,Travel_Frequently,Sales,1,Secundaria,Technical Degree,1,Baja,2.0,Media,1,Sales Representative,Media,Single,2174,1,Y,Yes,11,Alta,Alta,80,0,3,3,Media,3,,1,2
479,358,36,No,Non-Travel,Sales,1,Universitaria,Medical,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Single,6653,4,Y,No,15,Alta,Media,80,0,7,6,Alta,1,3.0,0,0
481,359,36,No,Travel_Frequently,Sales,3,Secundaria,Medical,1,Baja,2.0,Media,3,Sales Executive,Media,Married,9699,4,Y,No,11,Alta,Baja,80,1,16,2,,13,,1,12
485,363,33,Yes,Travel_Rarely,Sales,5,Universitaria,Marketing,1,Muy_Alta,,Alta,1,Sales Representative,Alta,Single,2851,1,Y,Yes,13,Alta,Media,80,0,1,2,,1,3.0,0,0
488,366,41,Yes,Travel_Frequently,Sales,4,Universitaria,Marketing,1,Baja,3.0,Alta,2,Sales Executive,Alta,Single,9355,1,Y,No,18,Alta,Alta,80,0,8,5,,8,,7,7
492,368,40,Yes,Travel_Rarely,Sales,22,Secundaria,Marketing,1,Alta,,Media,2,Sales Executive,Media,Married,6380,2,Y,Yes,12,Alta,Baja,80,2,8,6,,6,,1,0
494,370,21,Yes,Travel_Rarely,Sales,12,Master,Life Sciences,1,Alta,4.0,Muy_Alta,1,Sales Representative,,Single,2716,1,Y,No,15,Alta,Muy_Alta,80,0,1,0,,1,4.0,0,0
498,374,28,No,Travel_Rarely,Sales,9,Universitaria,Life Sciences,1,Media,3.0,Alta,2,Sales Executive,Alta,Single,5253,1,Y,No,16,Alta,Muy_Alta,80,0,7,1,,7,,0,7
500,376,51,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,1,Alta,3.0,Alta,2,Sales Executive,Alta,Married,4936,4,Y,No,11,Alta,Alta,80,1,18,2,,7,,0,7
502,378,34,Yes,Non-Travel,Sales,19,Master,Marketing,1,Baja,4.0,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5304,8,Y,Yes,13,Alta,Media,80,0,9,3,,5,,0,4
507,380,24,No,Travel_Rarely,Sales,10,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Divorced,4260,1,Y,Yes,12,Alta,Muy_Alta,80,1,5,2,,5,,0,3
508,381,30,No,Travel_Rarely,Sales,2,Universitaria,Technical Degree,1,Alta,3.0,Alta,1,Sales Representative,Alta,Married,2476,1,Y,No,18,Alta,Baja,80,1,1,3,Alta,1,3.0,0,0
513,384,36,No,Travel_Rarely,Sales,2,,Medical,1,Media,2.0,Media,3,Sales Executive,Media,Married,7596,1,Y,No,13,Alta,Media,80,2,10,2,,10,,9,0
516,387,40,No,Travel_Rarely,Sales,2,Universitaria,Marketing,1,Muy_Alta,3.0,Alta,2,Sales Executive,Alta,Divorced,5715,7,Y,No,12,Alta,Alta,80,2,8,5,Alta,5,,1,3
